"","Item_Weight","Item_Fat_ContentLow Fat","Item_Fat_ContentRegular","Item_Visibility","Item_TypeBaking Goods","Item_TypeBreads","Item_TypeBreakfast","Item_TypeCanned","Item_TypeDairy","Item_TypeFrozen Foods","Item_TypeFruits and Vegetables","Item_TypeHard Drinks","Item_TypeHealth and Hygiene","Item_TypeHousehold","Item_TypeMeat","Item_TypeOthers","Item_TypeSeafood","Item_TypeSnack Foods","Item_TypeSoft Drinks","Item_TypeStarchy Foods","Item_MRP","Outlet_Establishment_Year1985","Outlet_Establishment_Year1987","Outlet_Establishment_Year1997","Outlet_Establishment_Year1998","Outlet_Establishment_Year1999","Outlet_Establishment_Year2002","Outlet_Establishment_Year2004","Outlet_Establishment_Year2007","Outlet_Establishment_Year2009","Outlet_SizeOther","Outlet_SizeHigh","Outlet_SizeMedium","Outlet_SizeSmall","Outlet_Location_TypeTi","Outlet_Location_TypeTier 1","Outlet_Location_TypeTier 2","Outlet_Location_TypeTier 3","Outlet_TypeOther","Outlet_TypeGrocery Store","Outlet_TypeSupermarket Type1","Outlet_TypeSupermarket Type2","Outlet_TypeSupermarket Type3"
"11560",16.25,1,0,0.025841822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,168.9474,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11561",10.5,0,1,0.054238448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.5128,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11562",10,1,0,0.067195414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,236.859,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11563",5.675,0,1,0.023544619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,155.5288,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11564",6.61,0,1,0.029056831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,186.9898,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11565",7.27,0,1,0.020781144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.7488,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11566",7.52,0,1,0.043986578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.295,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11567",9.5,1,0,0.07433121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,251.9724,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11568",7.68,1,0,0.070841281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193.1162,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11569",12.65,1,0,0.054238448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111.8202,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"11570",12.6,1,0,0.055164938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,221.2114,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11571",9.195,1,0,0.10121065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4744,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11572",19.7,1,0,0.078354554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.566,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11573",12.6,1,0,0.033694227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114.786,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11574",19.6,1,0,0.054238448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.377,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11575",15.7,0,1,0.122965811,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113.2544,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11576",16.1,0,1,0.047876203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126.0362,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11577",12.3,1,0,0.009448862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.538,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11578",6.65,1,0,0.088026614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127.2678,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11579",12.15,0,1,0.042313078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123.2046,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11580",17.85,1,0,0.024859869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151.7998,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11581",12.65,1,0,0.042449883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107.3938,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11582",20.5,1,0,0.036558726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75.3696,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11583",6.775,1,0,0.105158282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.925,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11584",19.2,0,1,0.022918812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,183.995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11585",12.6,1,0,0.057850699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,104.299,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11586",20,1,0,0.08125948,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36.819,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11587",6.98,1,0,0.041169697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.2934,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11588",12.5,1,0,0.006778869,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.9112,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11589",18,1,0,0.047450712,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,173.2422,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11590",8.88,1,0,0.145253944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150.6682,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"11591",16.2,1,0,0.044222497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.5454,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11592",12.6,1,0,0.080803421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140.1154,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11593",9.895,0,1,0.048937612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,261.6278,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11594",9.1,0,1,0.008032868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79.1618,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11595",10.5,1,0,0.019157444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,184.524,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11596",16.7,0,1,0.062032774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60.6562,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11597",7.605,1,0,0.129133491,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163.721,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11598",16.85,0,1,0.026514812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.312,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11599",12.6,0,1,0.039006737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.599,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"11600",15.35,1,0,0.035220955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121.973,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11601",9.1,1,0,0.055418261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,112.0518,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11602",10.195,0,1,0.054238448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196.7794,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11603",15,1,0,0.064402907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.306,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11604",8.785,1,0,0.020560102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155.5656,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11605",12.6,1,0,0.142412955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126.4994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11606",7.39,1,0,0.082574393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190.253,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11607",17.85,1,0,0.087468656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.7794,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11608",6.095,1,0,0.135906494,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141.9154,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"11609",12.6,1,0,0.020100543,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,258.8962,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11610",12.6,1,0,0.016029548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129.9626,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11611",19.2,1,0,0.035240292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,178.7318,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11612",9.395,0,1,0.131545005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87.3198,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11613",17.75,1,0,0.075896411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.3544,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11614",11.3,1,0,0.056522558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.6118,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11615",12.6,0,1,0.054238448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190.253,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11616",13.35,1,0,0.048298704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.9166,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11617",15.7,0,1,0.122443776,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111.3544,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11618",9.17,1,0,0.102959345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.147,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11619",12.6,1,0,0.006732389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.4112,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11620",13.85,0,1,0.085757338,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119.6124,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11621",16.5,0,1,0.159587755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142.6128,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11622",17.6,1,0,0.008013458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170.7422,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11623",19.5,1,0,0.014271592,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54.6614,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11624",15.85,1,0,0.081772054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.137,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11625",5.885,0,1,0.092915543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54.5982,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11626",6.885,0,1,0.139892043,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.4228,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11627",9.395,1,0,0.045232223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.825,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11628",12.6,1,0,0.060067062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,254.8356,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"11629",8.615,1,0,0.194576935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.4436,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"11630",9.8,0,1,0.015113426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,248.7408,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11631",5.21,1,0,0.011009897,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,258.4962,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11632",12.6,0,1,0.132846758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8298,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11633",12.6,0,1,0.148412909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,212.1218,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"11634",11.8,0,1,0.054238448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,152.2366,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11635",12.6,1,0,0.095946376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57.8588,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11636",9.8,1,0,0.047282735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5016,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11637",12.6,1,0,0.054238448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.5822,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"11638",9.17,1,0,0.103561308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.147,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11639",11.8,1,0,0.008561176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115.8492,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11640",12.85,1,0,0.168452861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.606,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11641",12.6,1,0,0.054238448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.4604,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"11642",8.51,1,0,0.016110716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,193.1478,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11643",13.5,0,1,0.160371305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147.2102,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11644",19.5,0,1,0.077328827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,233.5958,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11645",13,0,1,0.083513874,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,198.9426,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11646",18.5,0,1,0.104205322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,147.0418,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"11647",13.3,1,0,0.009596051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62.451,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11648",8.51,1,0,0.052157514,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141.947,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11649",16.5,1,0,0.073942531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,205.8638,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11650",16.6,1,0,0.01620764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107.7596,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11651",12.6,1,0,0.162306339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.6086,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11652",12.6,0,1,0.073790004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,265.0568,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11653",12.6,1,0,0.128707428,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,187.9872,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11654",18.6,1,0,0.015833933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150.6366,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11655",13.6,0,1,0.119153896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231.23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11656",12.6,1,0,0.034306863,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96.0726,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11657",12.85,0,1,0.152436318,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,253.9382,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11658",16.5,0,1,0.080038295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,103.0332,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11659",12.6,0,1,0.073377993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.2198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11660",12.6,0,1,0.049828008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11661",6.115,0,1,0.019036024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.9488,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"11662",8.395,1,0,0.071976647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,253.004,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11663",20.25,1,0,0.148072602,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,106.8938,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11664",8.235,1,0,0.082556008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.7076,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11665",12.6,0,1,0.08315126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,212.7876,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"11666",9.8,0,1,0.015151435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,249.4408,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11667",10.8,1,0,0.061196379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150.5024,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11668",12.6,0,1,0.122415631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.7214,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"11669",6.695,1,0,0.03401083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,221.8456,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11670",19.2,1,0,0.077945963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,196.611,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11671",12.6,1,0,0.251114535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97.241,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"11672",9.035,0,1,0.173469718,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149.3708,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11673",12.8,0,1,0.023578675,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,225.2404,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11674",12.15,1,0,0.079365542,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38.8506,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11675",12.35,1,0,0.026659058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.5246,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11676",15.3,1,0,0.023024502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104.0332,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11677",6.57,1,0,0.066443294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,259.5278,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11678",10.5,1,0,0.052545408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.683,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11679",9.31,1,0,0.038109707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61.651,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11680",20.1,1,0,0.054238448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142.3154,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"11681",12.6,0,1,0.054238448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.3376,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11682",9,1,0,0.06524927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,177.037,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11683",20.25,1,0,0.148675787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107.8938,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11684",12.85,1,0,0.053746315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184.6608,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11685",5.94,1,0,0.034886739,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,177.7344,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11686",12.6,1,0,0.064109274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125.9704,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11687",5.03,1,0,0.008646528,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122.6756,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11688",12.6,1,0,0.029547979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5436,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"11689",6.965,1,0,0.028548583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,157.5604,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"11690",10.65,1,0,0.024008733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54.0272,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"11691",8.67,1,0,0.065703142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,143.8128,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"11692",10.1,1,0,0.024144227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117.015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"11693",19,0,1,0.103659792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,226.372,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11694",21.35,1,0,0.069211765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,258.8278,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"11695",5.785,0,1,0.040440709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,179.166,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
