"","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Year"
"7094",14.1,"Low Fat",0.11326743,"Baking Goods",54.5956,"Small","Tier 1","Supermarket Type1",1037.3164,16
"7095",9.395,"Regular",0.109713464,"Soft Drinks",41.3112,"Other","Tier 2","Supermarket Type1",255.6672,6
"7096",12.6,"Regular",0.0540205365,"Frozen Foods",130.531,"Medium","Tier 3","Supermarket Type3",5582.733,28
"7097",7.895,"Regular",0.094952408,"Breakfast",101.1332,"Medium","Tier 3","Supermarket Type2",1332.9316,4
"7098",14,"Low Fat",0.029026218,"Health and Hygiene",131.331,"Other","Tier 2","Supermarket Type1",3635.268,6
"7099",5.365,"Regular",0.140123575,"Seafood",172.0764,"High","Tier 3","Supermarket Type1",2748.4224,26
"7100",16.35,"Low Fat",0.03272295,"Meat",165.7842,"Other","Tier 2","Supermarket Type1",1823.6262,6
"7101",15.75,"Low Fat",0.135836828,"Household",100.37,"Other","Tier 2","Supermarket Type1",1298.31,6
"7102",7.5,"Low Fat",0.036382524,"Health and Hygiene",177.9028,"Medium","Tier 3","Supermarket Type2",1416.8224,4
"7103",14.8,"Low Fat",0.0540205365,"Meat",189.3846,"High","Tier 3","Supermarket Type1",4777.115,26
"7104",7.07,"Low Fat",0.094201018,"Snack Foods",115.8834,"Other","Tier 2","Supermarket Type1",1036.6506,6
"7105",20.5,"Low Fat",0.143506376,"Household",34.719,"Medium","Tier 1","Supermarket Type1",768.999,14
"7106",12.6,"Regular",0.133347119,"Dairy",193.0794,"Small","Tier 1","Grocery Store",975.397,28
"7107",18,"Low Fat",0.124428516,"Frozen Foods",119.9124,"Small","Tier 2","Supermarket Type1",948.0992,9
"7108",9.5,"Regular",0.221856492,"Frozen Foods",231.8668,"Other","Tier 3","Grocery Store",230.3668,15
"7109",15,"Low Fat",0.071312064,"Health and Hygiene",125.7362,"High","Tier 3","Supermarket Type1",3020.0688,26
"7110",20.1,"Regular",0.022425236,"Fruits and Vegetables",226.3036,"Small","Tier 1","Supermarket Type1",910.8144,16
"7111",11,"Regular",0.133352623,"Canned",219.7798,"Medium","Tier 1","Supermarket Type1",2644.5576,14
"7112",18.7,"Low Fat",0.046079558,"Health and Hygiene",151.5682,"Small","Tier 2","Supermarket Type1",1982.0866,9
"7113",12.6,"Low Fat",0.0540205365,"Health and Hygiene",64.2168,"Medium","Tier 3","Supermarket Type3",1278.336,28
"7114",15.15,"Regular",0.066446521,"Frozen Foods",147.976,"Medium","Tier 3","Supermarket Type2",732.38,4
"7115",14.1,"Low Fat",0.066979957,"Snack Foods",196.7084,"Medium","Tier 1","Supermarket Type1",3174.5344,14
"7116",8.42,"Low Fat",0.187918654,"Health and Hygiene",65.4168,"Other","Tier 3","Grocery Store",127.8336,15
"7117",12.6,"Low Fat",0.051924192,"Snack Foods",121.0072,"Medium","Tier 3","Supermarket Type3",2940.1728,28
"7118",12.6,"Low Fat",0.054806734,"Fruits and Vegetables",145.1444,"Medium","Tier 3","Supermarket Type3",3918.8988,28
"7119",8.27,"Low Fat",0.018813601,"Health and Hygiene",237.988,"Small","Tier 1","Supermarket Type1",7190.64,16
"7120",12.6,"Low Fat",0.094910421,"Breads",84.5566,"Small","Tier 1","Grocery Store",253.6698,28
"7121",8.615,"Low Fat",0.116722514,"Fruits and Vegetables",95.4436,"Medium","Tier 3","Supermarket Type2",567.2616,4
"7122",12.6,"Low Fat",0.244338986,"Dairy",105.9306,"Small","Tier 1","Grocery Store",209.0612,28
"7123",9.8,"Low Fat",0.013863257,"Soft Drinks",45.106,"Medium","Tier 1","Supermarket Type1",1398.18,14
"7124",12.6,"Regular",0.021471456,"Snack Foods",131.0284,"Small","Tier 1","Grocery Store",131.8284,28
"7125",12.6,"Low Fat",0.0540205365,"Meat",109.1938,"Medium","Tier 3","Supermarket Type3",2036.6822,28
"7126",13.65,"Regular",0.026067434,"Snack Foods",78.8302,"Other","Tier 2","Supermarket Type1",713.0718,6
"7127",6.385,"Regular",0.123710526,"Snack Foods",37.1874,"Small","Tier 1","Supermarket Type1",247.0118,16
"7128",20.5,"Low Fat",0.119547387,"Baking Goods",108.9596,"Medium","Tier 1","Supermarket Type1",539.298,14
"7129",16.85,"Regular",0.079690403,"Snack Foods",113.4544,"Small","Tier 1","Supermarket Type1",2908.2144,16
"7130",7.785,"Low Fat",0.088691614,"Fruits and Vegetables",61.851,"Small","Tier 2","Supermarket Type1",1454.773,9
"7131",12.6,"Low Fat",0.104784329,"Fruits and Vegetables",150.4366,"Small","Tier 1","Grocery Store",151.1366,28
"7132",12.6,"Low Fat",0.032024659,"Meat",62.7194,"Medium","Tier 3","Supermarket Type3",1857.582,28
"7133",10.8,"Low Fat",0.041950753,"Health and Hygiene",190.0214,"Other","Tier 2","Supermarket Type1",2449.4782,11
"7134",15,"Regular",0.091018048,"Canned",60.2904,"Other","Tier 3","Grocery Store",117.1808,15
"7135",5.175,"Low Fat",0.037398953,"Canned",84.2224,"Small","Tier 1","Supermarket Type1",852.224,16
"7136",11.6,"Low Fat",0.017845372,"Canned",179.0686,"Other","Tier 2","Supermarket Type1",5688.5952,6
"7137",6.775,"Low Fat",0.105459307,"Household",84.625,"Other","Tier 2","Supermarket Type1",2496.75,11
"7138",9.31,"Low Fat",0.038032068,"Frozen Foods",61.351,"Other","Tier 2","Supermarket Type1",822.263,11
"7139",15,"Low Fat",0.064504433,"Hard Drinks",47.306,"Other","Tier 2","Supermarket Type1",652.484,6
"7140",13.3,"Low Fat",0.021306635,"Baking Goods",119.8124,"Medium","Tier 1","Supermarket Type1",1896.1984,14
"7141",16,"Regular",0.116063284,"Fruits and Vegetables",59.1246,"Medium","Tier 3","Supermarket Type2",753.0198,4
"7142",12.6,"Low Fat",0.059336763,"Snack Foods",212.1902,"Small","Tier 1","Grocery Store",424.7804,28
"7143",6.48,"Low Fat",0.034091649,"Snack Foods",146.2076,"Other","Tier 2","Supermarket Type1",2364.9216,6
"7144",12.6,"Regular",0.081955735,"Canned",142.0838,"Small","Tier 1","Grocery Store",280.9676,28
"7145",12.6,"Low Fat",0.088551694,"Household",191.5504,"Medium","Tier 3","Supermarket Type3",5944.2624,28
"7146",12.5,"Low Fat",0.071230537,"Starchy Foods",128.102,"Small","Tier 2","Supermarket Type1",885.514,9
"7147",8.39,"Regular",0.024185517,"Frozen Foods",115.7176,"High","Tier 3","Supermarket Type1",1374.2112,26
"7148",17.7,"Regular",0.041163522,"Fruits and Vegetables",80.8276,"Other","Tier 2","Supermarket Type1",1868.2348,6
"7149",12.5,"Regular",0.0540205365,"Fruits and Vegetables",80.8592,"Other","Tier 3","Grocery Store",82.5592,15
"7150",12.6,"Low Fat",0.0540205365,"Snack Foods",248.8092,"Medium","Tier 3","Supermarket Type3",6474.2392,28
"7151",15.6,"Low Fat",0.087719692,"Snack Foods",218.5798,"Small","Tier 1","Supermarket Type1",4407.596,16
"7152",10.65,"Low Fat",0.048677482,"Others",166.1526,"Small","Tier 2","Supermarket Type1",2466.789,9
"7153",12.35,"Low Fat",0.041907648,"Health and Hygiene",36.2216,"Medium","Tier 3","Supermarket Type2",346.216,4
"7154",6.035,"Regular",0.065783783,"Baking Goods",188.224,"Small","Tier 1","Supermarket Type1",5779.144,16
"7155",6.155,"Regular",0.094807042,"Meat",213.356,"Medium","Tier 1","Supermarket Type1",3835.008,14
"7156",16.75,"Low Fat",0.128778474,"Breads",89.1856,"High","Tier 3","Supermarket Type1",1581.9408,26
"7157",16.75,"Low Fat",0.060668416,"Dairy",172.4106,"Other","Tier 2","Supermarket Type1",2908.8802,11
"7158",15.1,"Low Fat",0.056067524,"Household",139.8496,"Medium","Tier 3","Supermarket Type2",1270.3464,4
"7159",21.25,"Low Fat",0.114066204,"Health and Hygiene",233.03,"Medium","Tier 3","Supermarket Type2",5592.72,4
"7160",9.395,"Regular",0.10039894,"Baking Goods",89.6856,"Small","Tier 1","Supermarket Type1",878.856,16
"7161",17.6,"Low Fat",0.097135675,"Dairy",89.3856,"High","Tier 3","Supermarket Type1",1318.284,26
"7162",12.6,"Low Fat",0.032610007,"Household",37.4822,"Medium","Tier 3","Supermarket Type3",942.7728,28
"7163",13.15,"Regular",0.165616415,"Fruits and Vegetables",172.6764,"Medium","Tier 1","Supermarket Type1",2061.3168,14
"7164",5.035,"Regular",0.0540205365,"Breads",228.2036,"Small","Tier 1","Supermarket Type1",4781.7756,16
"7165",12.6,"Regular",0.030362777,"Dairy",210.5244,"Medium","Tier 3","Supermarket Type3",6775.1808,28
"7166",12.6,"Low Fat",0.03409886,"Others",162.621,"Small","Tier 1","Grocery Store",815.605,28
"7167",12.6,"Low Fat",0.145951533,"Household",160.9552,"Small","Tier 1","Grocery Store",162.4552,28
"7168",5.48,"Low Fat",0.015138834,"Frozen Foods",81.925,"Other","Tier 2","Supermarket Type1",3079.325,11
"7169",19.35,"Regular",0.031069993,"Snack Foods",112.0544,"Other","Tier 3","Grocery Store",223.7088,15
"7170",9.195,"Low Fat",0.115535487,"Frozen Foods",59.5246,"Other","Tier 2","Supermarket Type1",810.9444,6
"7171",5.26,"Regular",0.02454694,"Breads",95.7068,"Medium","Tier 1","Supermarket Type1",1166.4816,14
"7172",12.6,"Regular",0.067175915,"Baking Goods",187.124,"Medium","Tier 3","Supermarket Type3",3728.48,28
"7173",6.235,"Low Fat",0.118674359,"Household",261.691,"Small","Tier 1","Supermarket Type1",3155.892,16
"7174",11.8,"Regular",0.057421582,"Meat",149.9366,"Small","Tier 1","Supermarket Type1",1662.5026,16
"7175",20.7,"Regular",0.114022125,"Dairy",92.9436,"High","Tier 3","Supermarket Type1",2174.5028,26
"7176",13.6,"Low Fat",0.010033871,"Household",177.937,"Medium","Tier 3","Supermarket Type2",2293.681,4
"7177",5.82,"Low Fat",0.080765853,"Household",169.179,"Medium","Tier 1","Supermarket Type1",2037.348,14
"7178",7.76,"Low Fat",0.05930285,"Snack Foods",98.77,"High","Tier 3","Supermarket Type1",1697.79,26
"7179",18.35,"Low Fat",0.041753387,"Hard Drinks",187.6872,"Other","Tier 2","Supermarket Type1",2836.308,11
"7180",7.285,"Low Fat",0.050065211,"Dairy",157.4288,"Other","Tier 2","Supermarket Type1",2042.6744,11
"7181",15.1,"Regular",0.096020459,"Meat",133.7942,"High","Tier 3","Supermarket Type1",2384.8956,26
"7182",7,"Low Fat",0.15202235,"Canned",106.628,"Medium","Tier 3","Supermarket Type2",639.168,4
"7183",12.6,"Low Fat",0.087383304,"Dairy",180.4292,"Medium","Tier 3","Supermarket Type3",4013.4424,28
"7184",18.35,"Low Fat",0.03066757,"Health and Hygiene",193.4162,"Other","Tier 2","Supermarket Type1",2116.5782,6
"7185",13.8,"Regular",0.0540205365,"Fruits and Vegetables",74.3012,"Other","Tier 2","Supermarket Type1",1669.8264,11
"7186",18.35,"Low Fat",0.03321399,"Dairy",154.934,"Small","Tier 1","Supermarket Type1",1225.072,16
"7187",12.6,"Low Fat",0.097429924,"Soft Drinks",172.8738,"Medium","Tier 3","Supermarket Type3",3649.2498,28
"7188",8.895,"Regular",0.039120291,"Baking Goods",206.8296,"Other","Tier 2","Supermarket Type1",4154.592,11
"7189",12.6,"Low Fat",0.01055095,"Household",234.9958,"Medium","Tier 3","Supermarket Type3",13086.9648,28
"7190",15.5,"Low Fat",0.053480419,"Soft Drinks",42.377,"Other","Tier 2","Supermarket Type1",1211.756,11
"7191",14.5,"Regular",0.128520186,"Baking Goods",101.4332,"Other","Tier 2","Supermarket Type1",1948.1308,11
"7192",12.6,"Low Fat",0.044444956,"Household",245.2802,"Medium","Tier 3","Supermarket Type3",10072.8882,28
"7193",8.26,"Low Fat",0.034544435,"Hard Drinks",116.0834,"Medium","Tier 3","Supermarket Type2",1267.0174,4
"7194",10,"Low Fat",0.073678663,"Health and Hygiene",120.944,"Medium","Tier 3","Supermarket Type2",2037.348,4
"7195",9,"Low Fat",0.079668739,"Canned",79.6644,"Medium","Tier 3","Supermarket Type2",1571.288,4
"7196",5.655,"Low Fat",0.085447928,"Fruits and Vegetables",165.85,"Other","Tier 2","Supermarket Type1",1830.95,11
"7197",18.6,"Low Fat",0.080434451,"Health and Hygiene",93.4436,"High","Tier 3","Supermarket Type1",1701.7848,26
"7198",15,"Low Fat",0.044978225,"Health and Hygiene",140.8838,"Medium","Tier 1","Supermarket Type1",2247.7408,14
"7199",20.5,"Low Fat",0.023190134,"Others",153.434,"Other","Tier 2","Supermarket Type1",3981.484,11
"7200",8.785,"Low Fat",0.025967624,"Fruits and Vegetables",119.9414,"Small","Tier 1","Supermarket Type1",1462.0968,16
"7201",8.77,"Regular",0.046962004,"Fruits and Vegetables",173.8422,"Medium","Tier 3","Supermarket Type2",3448.844,4
"7202",18.75,"Low Fat",0.05233528,"Health and Hygiene",108.128,"Other","Tier 2","Supermarket Type1",1065.28,6
"7203",19.85,"Low Fat",0.17635245,"Fruits and Vegetables",220.8772,"Other","Tier 2","Supermarket Type1",4225.1668,11
"7204",17.5,"Low Fat",0.013692598,"Frozen Foods",259.7304,"Medium","Tier 3","Supermarket Type2",3616.6256,4
"7205",14.6,"Low Fat",0.0540205365,"Others",242.3538,"Small","Tier 2","Supermarket Type1",5287.7836,9
"7206",11.8,"Regular",0.093655728,"Snack Foods",127.1704,"Small","Tier 1","Supermarket Type1",3004.0896,16
"7207",11.65,"Regular",0.018275816,"Meat",110.8544,"Other","Tier 3","Grocery Store",111.8544,15
"7208",13.65,"Regular",0.184167712,"Canned",213.7902,"Small","Tier 1","Supermarket Type1",1274.3412,16
"7209",12.6,"Regular",0.158954903,"Frozen Foods",34.9558,"Medium","Tier 3","Supermarket Type3",1120.5414,28
"7210",16.6,"Low Fat",0.050392993,"Canned",118.4124,"Other","Tier 2","Supermarket Type1",3199.8348,11
"7211",18,"Low Fat",0.008558144,"Baking Goods",79.0618,"Other","Tier 2","Supermarket Type1",1208.427,11
"7212",7.17,"Regular",0.059820884,"Fruits and Vegetables",130.3968,"Medium","Tier 1","Supermarket Type1",3523.4136,14
"7213",10.3,"Low Fat",0.070149088,"Dairy",264.5226,"Medium","Tier 1","Supermarket Type1",3436.1938,14
"7214",12.6,"Low Fat",0.095919472,"Breads",162.6552,"Medium","Tier 3","Supermarket Type3",5685.932,28
"7215",12.6,"Low Fat",0.058092551,"Snack Foods",172.0422,"Small","Tier 1","Grocery Store",517.3266,28
"7216",11.5,"Low Fat",0.286357776,"Snack Foods",123.9704,"Other","Tier 3","Grocery Store",375.5112,15
"7217",7.855,"Regular",0.161798604,"Baking Goods",37.2848,"Medium","Tier 1","Supermarket Type1",745.696,14
"7218",12.6,"Low Fat",0.148742896,"Baking Goods",107.128,"Small","Tier 1","Grocery Store",319.584,28
"7219",17.35,"Low Fat",0.0540205365,"Frozen Foods",72.2038,"Other","Tier 2","Supermarket Type1",886.8456,6
"7220",9,"Low Fat",0.032022535,"Household",101.8016,"Small","Tier 1","Supermarket Type1",1720.4272,16
"7221",12.6,"Regular",0.049842613,"Fruits and Vegetables",164.2526,"Medium","Tier 3","Supermarket Type3",3946.8624,28
"7222",12.6,"Low Fat",0.156304192,"Snack Foods",256.3672,"Small","Tier 1","Grocery Store",255.6672,28
"7223",10.195,"Regular",0.012458143,"Meat",196.311,"Small","Tier 1","Supermarket Type1",589.233,16
"7224",15.7,"Low Fat",0.037201127,"Soft Drinks",181.7634,"High","Tier 3","Supermarket Type1",2544.6876,26
"7225",15.7,"Low Fat",0.045274134,"Frozen Foods",177.966,"Medium","Tier 1","Supermarket Type1",3415.554,14
"7226",8.88,"Low Fat",0.098603729,"Household",210.727,"Small","Tier 2","Supermarket Type1",4194.54,9
"7227",15.2,"Low Fat",0.097457483,"Health and Hygiene",114.4492,"Medium","Tier 3","Supermarket Type2",579.246,4
"7228",10.195,"Low Fat",0.051661272,"Breads",33.3558,"Small","Tier 1","Supermarket Type1",848.895,16
"7229",6.67,"Regular",0.0540205365,"Snack Foods",133.0626,"Medium","Tier 1","Supermarket Type1",1573.9512,14
"7230",12.6,"Regular",0.041273391,"Frozen Foods",91.6804,"Medium","Tier 3","Supermarket Type3",3858.9768,28
"7231",12.6,"Regular",0.141997869,"Fruits and Vegetables",90.5514,"Medium","Tier 3","Supermarket Type3",2036.6822,28
"7232",8.975,"Regular",0.0540205365,"Canned",84.9224,"Medium","Tier 3","Supermarket Type2",1278.336,4
"7233",13.8,"Low Fat",0.058339153,"Dairy",246.2802,"Medium","Tier 3","Supermarket Type2",1228.401,4
"7234",16.35,"Low Fat",0.020544065,"Fruits and Vegetables",49.9324,"Small","Tier 2","Supermarket Type1",259.662,9
"7235",6.11,"Regular",0.103503049,"Fruits and Vegetables",129.6968,"Other","Tier 2","Supermarket Type1",1174.4712,6
"7236",7.785,"Low Fat",0.140342195,"Dairy",105.6306,"Other","Tier 2","Supermarket Type1",627.1836,6
"7237",12.6,"Low Fat",0.12929931,"Household",178.237,"Medium","Tier 3","Supermarket Type3",7939.665,28
"7238",18.85,"Low Fat",0.036031137,"Meat",60.4562,"Small","Tier 2","Supermarket Type1",1125.8678,9
"7239",12.6,"Low Fat",0.008903212,"Meat",120.9756,"Medium","Tier 3","Supermarket Type3",2787.0388,28
"7240",6.65,"Low Fat",0.087669485,"Fruits and Vegetables",127.2678,"Small","Tier 1","Supermarket Type1",2416.1882,16
"7241",7.5,"Low Fat",0.0540205365,"Household",59.2588,"Medium","Tier 1","Supermarket Type1",916.1408,14
"7242",5.985,"Low Fat",0.005661669,"Baking Goods",186.5924,"High","Tier 3","Supermarket Type1",2591.2936,26
"7243",6.78,"Regular",0.0540205365,"Baking Goods",95.012,"Medium","Tier 1","Supermarket Type1",2050.664,14
"7244",6.195,"Low Fat",0.07198553,"Snack Foods",122.2098,"Small","Tier 1","Supermarket Type1",1205.098,16
"7245",18.6,"Regular",0.17133418,"Meat",48.8376,"High","Tier 3","Supermarket Type1",287.6256,26
"7246",8.63,"Regular",0.047329385,"Canned",174.1422,"Other","Tier 3","Grocery Store",517.3266,15
"7247",11.8,"Regular",0.170977155,"Canned",117.0834,"Medium","Tier 3","Supermarket Type2",1842.9344,4
"7248",7.075,"Low Fat",0.058298384,"Dairy",145.8128,"High","Tier 3","Supermarket Type1",1725.7536,26
"7249",8.395,"Low Fat",0.039715591,"Snack Foods",100.1042,"Other","Tier 2","Supermarket Type1",1289.6546,6
"7250",17.85,"Low Fat",0.046824729,"Meat",153.6682,"Medium","Tier 3","Supermarket Type2",1829.6184,4
"7251",12.35,"Regular",0.311090379,"Baking Goods",79.2328,"Other","Tier 3","Grocery Store",154.4656,15
"7252",14.6,"Low Fat",0.059611153,"Others",238.3538,"Other","Tier 2","Supermarket Type1",2163.1842,11
"7253",12.6,"Regular",0.103517853,"Baking Goods",164.95,"Medium","Tier 3","Supermarket Type3",4161.25,28
"7254",11.65,"Regular",0.075834825,"Snack Foods",82.9908,"Small","Tier 2","Supermarket Type1",1258.362,9
"7255",20.7,"Low Fat",0.170072462,"Canned",183.8266,"Medium","Tier 1","Supermarket Type1",1844.266,14
"7256",8.77,"Regular",0.0540205365,"Fruits and Vegetables",173.6422,"High","Tier 3","Supermarket Type1",517.3266,26
"7257",20.25,"Low Fat",0.036399734,"Dairy",219.3482,"Other","Tier 2","Supermarket Type1",8323.8316,11
"7258",13.65,"Regular",0.072912432,"Frozen Foods",198.4426,"Small","Tier 1","Supermarket Type1",5536.7928,16
"7259",17.7,"Low Fat",0.012567811,"Household",168.4474,"Other","Tier 2","Supermarket Type1",2358.2636,11
"7260",8.315,"Regular",0.035773394,"Baking Goods",144.3444,"Other","Tier 2","Supermarket Type1",3483.4656,6
"7261",12.6,"Regular",0.046382793,"Fruits and Vegetables",122.8388,"Medium","Tier 3","Supermarket Type3",2972.1312,28
"7262",7.81,"Low Fat",0.067836851,"Soft Drinks",246.1486,"Other","Tier 2","Supermarket Type1",5375.6692,6
"7263",11.1,"Low Fat",0.0540205365,"Snack Foods",220.7482,"Medium","Tier 1","Supermarket Type1",4380.964,14
"7264",18.1,"Low Fat",0.022434418,"Fruits and Vegetables",96.2094,"Medium","Tier 1","Supermarket Type1",952.094,14
"7265",8.88,"Low Fat",0.086764795,"Hard Drinks",153.8682,"Small","Tier 2","Supermarket Type1",1829.6184,9
"7266",12.15,"Low Fat",0.0540205365,"Health and Hygiene",39.1506,"Other","Tier 2","Supermarket Type1",1480.0734,6
"7267",9.5,"Low Fat",0.085437778,"Hard Drinks",188.4872,"Medium","Tier 3","Supermarket Type2",3592.6568,4
"7268",15.25,"Low Fat",0.089998959,"Frozen Foods",215.1192,"Other","Tier 2","Supermarket Type1",2157.192,11
"7269",12.6,"Regular",0.054288646,"Meat",96.6094,"Medium","Tier 3","Supermarket Type3",2189.8162,28
"7270",12.15,"Low Fat",0.0540205365,"Others",123.773,"Small","Tier 1","Supermarket Type1",3325.671,16
"7271",16.35,"Low Fat",0.016993204,"Household",95.741,"Small","Tier 1","Supermarket Type1",965.41,16
"7272",12.6,"Low Fat",0.06908877,"Meat",52.3324,"Medium","Tier 3","Supermarket Type3",1298.31,28
"7273",12.85,"Low Fat",0.137441201,"Snack Foods",157.663,"Medium","Tier 1","Supermarket Type1",2659.871,14
"7274",12.5,"Low Fat",0.051970788,"Fruits and Vegetables",103.699,"Other","Tier 3","Grocery Store",412.796,15
"7275",7.905,"Low Fat",0.0540205365,"Frozen Foods",109.1254,"Other","Tier 2","Supermarket Type1",1627.881,6
"7276",17.85,"Low Fat",0.02492239,"Soft Drinks",153.4998,"Medium","Tier 3","Supermarket Type2",2922.1962,4
"7277",7.21,"Regular",0.144924795,"Snack Foods",100.8332,"Other","Tier 2","Supermarket Type1",1537.998,11
"7278",5.175,"Low Fat",0.030349723,"Health and Hygiene",37.0874,"Small","Tier 2","Supermarket Type1",423.4488,9
"7279",12.6,"Low Fat",0.226284381,"Fruits and Vegetables",163.221,"Small","Tier 1","Grocery Store",326.242,28
"7280",16.2,"Low Fat",0.050625182,"Household",193.1162,"Other","Tier 2","Supermarket Type1",2501.4106,6
"7281",14,"Low Fat",0.02371512,"Baking Goods",103.8332,"High","Tier 3","Supermarket Type1",1743.0644,26
"7282",8.42,"Low Fat",0.112177581,"Health and Hygiene",65.9168,"High","Tier 3","Supermarket Type1",958.752,26
"7283",9.3,"Low Fat",0.04774013,"Baking Goods",195.0136,"Other","Tier 3","Grocery Store",194.4136,15
"7284",9.395,"Low Fat",0.159304333,"Soft Drinks",226.172,"Small","Tier 2","Supermarket Type1",3848.324,9
"7285",17.85,"Regular",0.020989308,"Meat",260.7936,"Other","Tier 2","Supermarket Type1",4697.8848,11
"7286",12.6,"Low Fat",0.01769927,"Dairy",74.2012,"Medium","Tier 3","Supermarket Type3",1290.3204,28
"7287",6.13,"Low Fat",0.0540205365,"Dairy",60.1536,"High","Tier 3","Supermarket Type1",1102.5648,26
"7288",12.6,"Low Fat",0.096658404,"Fruits and Vegetables",216.9166,"Small","Tier 1","Grocery Store",217.7166,28
"7289",20.1,"Regular",0.054816926,"Fruits and Vegetables",194.282,"Medium","Tier 3","Supermarket Type2",1544.656,4
"7290",16.5,"Regular",0.068511103,"Canned",103.699,"Other","Tier 2","Supermarket Type1",1651.184,6
"7291",5.615,"Low Fat",0.12574524,"Health and Hygiene",122.473,"Small","Tier 2","Supermarket Type1",1354.903,9
"7292",7.52,"Regular",0.044023213,"Baking Goods",183.095,"Small","Tier 1","Supermarket Type1",5492.85,16
"7293",12.6,"Regular",0.068754395,"Breakfast",54.5614,"Medium","Tier 3","Supermarket Type3",1713.1034,28
"7294",13.8,"Regular",0.024660202,"Canned",87.4172,"Other","Tier 3","Grocery Store",178.4344,15
"7295",17.6,"Regular",0.039214444,"Snack Foods",98.241,"Small","Tier 2","Supermarket Type1",1930.82,9
"7296",20.5,"Low Fat",0.036344721,"Fruits and Vegetables",122.3756,"Other","Tier 2","Supermarket Type1",2544.6876,6
"7297",11.8,"Low Fat",0.008554052,"Health and Hygiene",116.9492,"High","Tier 3","Supermarket Type1",1969.4364,26
"7298",12.6,"Regular",0.170000805,"Dairy",155.963,"Medium","Tier 3","Supermarket Type3",4537.427,28
"7299",20.25,"Low Fat",0.148302815,"Health and Hygiene",108.3938,"Medium","Tier 1","Supermarket Type1",2787.0388,14
"7300",15.85,"Low Fat",0.081914677,"Breads",177.637,"Medium","Tier 1","Supermarket Type1",3352.303,14
"7301",17.7,"Low Fat",0.029914022,"Snack Foods",166.2816,"High","Tier 3","Supermarket Type1",2516.724,26
"7302",6.035,"Regular",0.065771344,"Baking Goods",185.324,"Small","Tier 2","Supermarket Type1",3728.48,9
"7303",12.6,"Low Fat",0.043551753,"Snack Foods",184.495,"Medium","Tier 3","Supermarket Type3",7873.085,28
"7304",12.35,"Low Fat",0.163941937,"Household",117.0124,"Small","Tier 1","Supermarket Type1",1540.6612,16
"7305",14.65,"Regular",0.099692906,"Snack Foods",50.9666,"Other","Tier 2","Supermarket Type1",717.7324,6
"7306",10.895,"Low Fat",0.059834024,"Fruits and Vegetables",133.5284,"Other","Tier 3","Grocery Store",263.6568,15
"7307",15.75,"Low Fat",0.166174549,"Dairy",37.4506,"Other","Tier 2","Supermarket Type1",1062.6168,11
"7308",11.15,"Low Fat",0.119930029,"Dairy",44.2744,"Small","Tier 2","Supermarket Type1",588.5672,9
"7309",8.985,"Regular",0.057944376,"Frozen Foods",131.531,"Other","Tier 2","Supermarket Type1",1428.141,11
"7310",17.6,"Regular",0.065649353,"Snack Foods",94.841,"Other","Tier 3","Grocery Store",193.082,15
"7311",12.6,"Low Fat",0.080249973,"Household",168.679,"Medium","Tier 3","Supermarket Type3",4923.591,28
"7312",13.15,"Regular",0.037952777,"Snack Foods",89.5856,"Small","Tier 1","Supermarket Type1",1494.0552,16
"7313",9.195,"Regular",0.064113698,"Frozen Foods",86.5566,"Medium","Tier 1","Supermarket Type1",1183.7924,14
"7314",12.6,"Low Fat",0.048841794,"Soft Drinks",64.7168,"Medium","Tier 3","Supermarket Type3",3068.0064,28
"7315",19.6,"Low Fat",0.02394662,"Household",106.9964,"Small","Tier 2","Supermarket Type1",1788.3388,9
"7316",12.6,"Regular",0.096000183,"Dairy",43.7086,"Medium","Tier 3","Supermarket Type3",1293.6494,28
"7317",20.2,"Low Fat",0.074177667,"Household",93.2462,"High","Tier 3","Supermarket Type1",1018.0082,26
"7318",12.6,"Regular",0.04368089,"Breads",110.157,"Medium","Tier 3","Supermarket Type3",2306.997,28
"7319",7.75,"Regular",0.083268523,"Frozen Foods",32.9558,"Medium","Tier 3","Supermarket Type2",101.8674,4
"7320",8.575,"Regular",0.071832909,"Dairy",194.1794,"Small","Tier 2","Supermarket Type1",3316.3498,9
"7321",20.2,"Regular",0.0540205365,"Baking Goods",197.211,"High","Tier 3","Supermarket Type1",3535.398,26
"7322",19.35,"Regular",0.062625641,"Baking Goods",165.3184,"Medium","Tier 1","Supermarket Type1",1651.184,14
"7323",7.365,"Low Fat",0.042646566,"Fruits and Vegetables",225.172,"Other","Tier 2","Supermarket Type1",452.744,11
"7324",7.5,"Low Fat",0.0540205365,"Frozen Foods",237.7906,"Small","Tier 2","Supermarket Type1",1188.453,9
"7325",8.3,"Low Fat",0.03555434,"Fruits and Vegetables",37.4506,"Other","Tier 2","Supermarket Type1",796.9626,6
"7326",16.75,"Low Fat",0.105068444,"Snack Foods",156.663,"Other","Tier 2","Supermarket Type1",2816.334,11
"7327",10.695,"Regular",0.060912865,"Breakfast",173.8712,"Medium","Tier 3","Supermarket Type2",4570.0512,4
"7328",5.88,"Low Fat",0.02488732,"Household",147.5392,"Small","Tier 1","Supermarket Type1",2684.5056,16
